text,label
i'm drowning and nobody can see it,sadness
the loneliness is eating me alive,sadness
i feel like a burden to everyone around me,sadness
nothing brings me joy anymore,sadness
i used to be happy but now i just exist,sadness
my heart is heavy and i can't shake this feeling,sadness
shaken,fear
troubled,fear
terrified,fear
panicking,fear
anxious,fear
scared,fear
frightened,fear
alarmed,fear
horrified,fear
petrified,fear
trembling,fear
rattled,fear
distressed,fear
nervous,fear
worried,fear
uneasy,fear
apprehensive,fear
dread,fear
dreading,fear
paranoid,fear
overwhelmed,fear
hyperventilating,fear
shaking,fear
sweating,fear
panicked,fear
startled,fear
spooked,fear
jittery,fear
edgy,fear
tense,fear
fearful,fear
terror,fear
phobic,fear
aghast,fear
unnerved,fear
agitated,fear
flustered,fear
frantic,fear
desperate,fear
restless,fear
insecure,fear
vulnerable,fear
exposed,fear
threatened,fear
unsafe,fear
so scared,fear
really scared,fear
very anxious,fear
super nervous,fear
feeling anxious,fear
feeling scared,fear
feeling nervous,fear
feeling worried,fear
feeling uneasy,fear
feeling tense,fear
feeling on edge,fear
feeling shaky,fear
i'm scared,fear
i'm terrified,fear
i'm anxious,fear
i'm panicking,fear
i'm worried,fear
i'm nervous,fear
i'm freaking out,fear
i'm shaking,fear
panic attack,fear
having anxiety,fear
anxiety attack,fear
full of dread,fear
can't breathe,fear
can't calm down,fear
heart racing,fear
heart pounding,fear
so worried,fear
so nervous,fear
really frightened,fear
completely terrified,fear
scared to death,fear
worried sick,fear
freaking out,fear
what if something bad happens,fear
something feels wrong,fear
i have a bad feeling,fear
this is terrifying,fear
my anxiety is through the roof right now,fear
i keep thinking something terrible is going to happen,fear
i can't stop worrying about everything,fear
the uncertainty is killing me,fear
i feel like i'm about to have a panic attack,fear
every noise makes me jump lately,fear
i'm afraid of what tomorrow might bring,fear
i feel like the walls are closing in on me,fear
my hands won't stop shaking,fear
i feel so on edge all the time,fear
bored,bored
lethargic,bored
sluggish,bored
unmotivated,bored
listless,bored
lazy,bored
apathetic,bored
indifferent,bored
uninterested,bored
meh,bored
blah,bored
whatever,bored
monotonous,bored
dull,bored
tedious,bored
stagnant,bored
flat,bored
uninspired,bored
unenthused,bored
disengaged,bored
autopilot,bored
zombie,bored
zoned,bored
vacant,bored
idle,bored
sleepy,bored
drowsy,bored
fatigued,bored
exhausted,bored
drained,bored
depleted,bored
lifeless,bored
passive,bored
torpid,bored
languid,bored
inert,bored
spiritless,bored
so bored,bored
really bored,bored
extremely bored,bored
super bored,bored
feeling bored,bored
feeling lazy,bored
feeling lethargic,bored
feeling sluggish,bored
feeling sleepy,bored
feeling tired,bored
feeling flat,bored
feeling meh,bored
feeling unmotivated,bored
feeling apathetic,bored
feeling nothing,bored
i'm bored,bored
i'm lazy,bored
i'm tired,bored
i'm sleepy,bored
i'm unmotivated,bored
i'm lethargic,bored
i'm exhausted,bored
i'm drained,bored
i am lazy,bored
i am bored,bored
i am tired,bored
i am sleepy,bored
i am lethargic,bored
i am unmotivated,bored
i am exhausted,bored
no energy,bored
no motivation,bored
zero energy,bored
zero motivation,bored
i dont have energy,bored
i don't have energy,bored
i have no energy,bored
don't feel like doing anything,bored
can't be bothered,bored
nothing to do,bored
nothing sounds fun,bored
nothing interests me,bored
i feel nothing,bored
i feel blank,bored
i feel empty inside,bored
i have become lethargic,bored
i've become so lazy,bored
just existing,bored
going through the motions,bored
on autopilot,bored
completely drained,bored
totally exhausted,bored
absolutely spent,bored
i have absolutely nothing to do and zero motivation to find something,bored
every single day feels exactly the same as the last,bored
i can't remember the last time something excited me,bored
i've been staring at the ceiling for an hour,bored
life on autopilot with no destination,bored
i'm just going through the motions at this point,bored
nothing sounds appealing right now not even things i usually enjoy,bored
i don't have the energy to care about anything,bored
my brain is completely checked out,bored
literally nothing interests me right now,bored
angry,anger
furious,anger
enraged,anger
livid,anger
fuming,anger
pissed,anger
frustrated,anger
irritated,anger
annoyed,anger
infuriated,anger
outraged,anger
seething,anger
raging,anger
bitter,anger
resentful,anger
hostile,anger
aggressive,anger
irate,anger
hateful,anger
vindictive,anger
disgusted,anger
revolted,anger
appalled,anger
offended,anger
provoked,anger
exasperated,anger
incensed,anger
wrathful,anger
murderous,anger
explosive,anger
vexed,anger
irked,anger
heated,anger
steaming,anger
so angry,anger
so mad,anger
so pissed,anger
really angry,anger
really mad,anger
feeling angry,anger
feeling frustrated,anger
feeling furious,anger
feeling pissed,anger
i'm angry,anger
i'm furious,anger
i'm livid,anger
i'm pissed,anger
i'm fuming,anger
i'm so mad,anger
i'm fed up,anger
i'm done,anger
sick of this,anger
sick of it,anger
sick of everything,anger
sick of fake people,anger
sick of being used,anger
sick of the lies,anger
had enough,anger
can't take it,anger
that's it,anger
blood boil,anger
makes my blood boil,anger
this makes my blood boil,anger
so pissed right now,anger
i'm so pissed right now,anger
this is unfair,anger
this is ridiculous,anger
this is unacceptable,anger
how dare you,anger
are you kidding me,anger
what the hell,anger
fed up with this,anger
tired of this nonsense,anger
i am absolutely sick and tired of being treated like garbage,anger
how many times do i have to say the same thing before anyone listens,anger
they keep pushing my buttons and one day i'm going to snap,anger
the disrespect is unreal and i'm not going to tolerate it anymore,anger
i trusted them and they stabbed me right in the back,anger
everyone takes advantage of me and i'm done being nice about it,anger
this whole system is broken and nobody cares enough to fix it,anger
i worked so hard and they just threw it all away like nothing,anger
stop telling me to calm down when you're the problem,anger
i'm shaking with rage right now,anger
happy,joy
joyful,joy
excited,joy
thrilled,joy
ecstatic,joy
delighted,joy
elated,joy
overjoyed,joy
blissful,joy
euphoric,joy
cheerful,joy
grateful,joy
thankful,joy
blessed,joy
content,joy
proud,joy
accomplished,joy
successful,joy
triumphant,joy
victorious,joy
radiant,joy
beaming,joy
glowing,joy
vibrant,joy
alive,joy
fantastic,joy
wonderful,joy
amazing,joy
incredible,joy
brilliant,joy
awesome,joy
great,joy
excellent,joy
perfect,joy
magnificent,joy
so happy,joy
really happy,joy
very happy,joy
super happy,joy
feeling happy,joy
feeling great,joy
feeling amazing,joy
feeling blessed,joy
feeling grateful,joy
feeling alive,joy
feeling wonderful,joy
feeling fantastic,joy
i'm happy,joy
i'm excited,joy
i'm thrilled,joy
i'm overjoyed,joy
i'm so happy right now,joy
i'm really happy,joy
i'm extremely happy,joy
best day ever,joy
best day of my life,joy
life is good,joy
life is beautiful,joy
life is amazing,joy
this is amazing,joy
i did it,joy
we did it,joy
finally made it,joy
so proud,joy
so grateful,joy
so thankful,joy
so blessed,joy
can't stop smiling,joy
smiling ear to ear,joy
this made my day,joy
what a great day,joy
today was perfect,joy
i am so incredibly happy right now i could burst,joy
everything is coming together and i feel on top of the world,joy
this is the happiest i've been in such a long time,joy
i can't stop smiling everything just feels so right,joy
today was absolutely perfect in every way possible,joy
i woke up feeling grateful and the day just got better,joy
all the hard work finally paid off and it feels amazing,joy
my heart is so full of joy right now,joy
i'm grinning like an idiot and i don't even care,joy
this might be the best thing that's ever happened to me,joy
loved,love
adored,love
cherished,love
smitten,love
infatuated,love
devoted,love
affectionate,love
caring,love
tender,love
warm,love
compassionate,love
passionate,love
romantic,love
attached,love
bonded,love
connected,love
intimate,love
beloved,love
treasured,love
precious,love
so in love,love
deeply in love,love
madly in love,love
feeling loved,love
feeling adored,love
feeling cherished,love
i love you,love
i love them,love
i love this,love
my heart is full,love
heart so full,love
overflowing with love,love
i'm in love,love
falling in love,love
head over heels,love
they mean everything,love
they're my everything,love
so much love,love
full of love,love
pure love,love
i look at them and my heart just overflows with warmth,love
i never knew love like this existed until i met them,love
being with them feels like coming home after a long journey,love
every moment with them is a gift i never want to take for granted,love
they make me want to be the best version of myself,love
i would do anything to see them smile,love
my love for them grows deeper every single day,love
they understand me in ways nobody else ever has,love
surprised,surprise
shocked,surprise
stunned,surprise
amazed,surprise
astonished,surprise
speechless,surprise
flabbergasted,surprise
gobsmacked,surprise
dumbfounded,surprise
bewildered,surprise
astounded,surprise
floored,surprise
thunderstruck,surprise
staggered,surprise
mindblown,surprise
wow,surprise
whoa,surprise
omg,surprise
unbelievable,surprise
wait what,surprise
hold on,surprise
no way,surprise
are you serious,surprise
i can't believe it,surprise
that's unbelievable,surprise
that's incredible,surprise
i'm speechless,surprise
i'm shocked,surprise
i'm stunned,surprise
i'm amazed,surprise
didn't see that coming,surprise
never expected that,surprise
jaw dropped,surprise
my jaw dropped,surprise
mind blown,surprise
what just happened,surprise
did that just happen,surprise
out of nowhere,surprise
completely unexpected,surprise
i never in a million years expected that to happen,surprise
my mind is still trying to process what just occurred,surprise
i had to read it three times because i couldn't believe my eyes,surprise
that completely caught me off guard in the best way,surprise
the twist at the end absolutely floored me,surprise
i'm still in shock and i don't think it's fully sunk in yet,surprise
okay,neutral
fine,neutral
alright,neutral
normal,neutral
stable,neutral
calm,neutral
steady,neutral
balanced,neutral
centered,neutral
composed,neutral
relaxed,neutral
chill,neutral
mellow,neutral
moderate,neutral
even,neutral
fair,neutral
average,neutral
regular,neutral
standard,neutral
typical,neutral
i'm okay,neutral
i'm fine,neutral
i'm alright,neutral
i'm good,neutral
doing okay,neutral
doing fine,neutral
doing alright,neutral
doing good,neutral
not bad,neutral
not great,neutral
so so,neutral
it's okay,neutral
just okay,neutral
pretty normal,neutral
nothing special,neutral
feeling okay,neutral
feeling fine,neutral
feeling normal,neutral
feeling calm,neutral
feeling balanced,neutral
feeling centered,neutral
feeling stable,neutral
all good,neutral
everything's fine,neutral
no complaints,neutral
it is what it is,neutral
can't complain,neutral
fair enough,neutral
just another day,neutral
same as usual,neutral
nothing new,neutral
today was a perfectly average day with nothing to report,neutral
i'm neither happy nor sad just existing in the middle,neutral
everything is running smoothly and according to plan,neutral
i had a typical day at work nothing special happened,neutral
i'm in a pretty balanced state of mind right now,neutral
things are okay not amazing but definitely not bad either,neutral
just going about my day like any other day,neutral
my emotions are pretty stable and even right now,neutral
