text,label
Time to pay the bills.,neutral
"laughing on the outside, crying on the inside.",sadness
so pointless today,sadness
very pointless!,sadness
i feel it's okay!,neutral
just afraid...,fear
I am tired but I feel good.,joy
The incompetence is staggering.,anger
Time to stand up.,neutral
I GIVE UP,sadness
i am pissed today,anger
extremely drained right now,bored
Currently comb my hair.,neutral
whatever at the moment,neutral
extremely average at the moment,neutral
very okay lately,neutral
Just look at the clock.,neutral
Time to clean my room.,neutral
dying of boredom,low_energy_bored
extremely i dont have energy right now,bored
extremely i dont have energy...,bored
so rattled!,fear
very flat right now,bored
so hollow right now,sadness
alright lately,neutral
Acceptable outcome.,neutral
literally so heavy right now,sadness
rattled today,fear
enraging today,anger
Wondering if they hate me after what I said.,overthinking
i feel drained at the moment,bored
very shaking right now,fear
i am i dont have energy today,bored
just feeling sleepy...,bored
extremely blood boil,anger
Currently eat a sandwich.,neutral
i am void!,bored
i am meaningless...,sadness
I'm worried about the upcoming deadline.,fear
literally feeling sleepy today,bored
feeling fine at the moment,neutral
meaningless,sadness
so meaningless at the moment,sadness
Just write a list.,neutral
it's okay,neutral
extremely panic attack at the moment,fear
worried today,fear
i feel devastated today,sadness
I am smiling but inside I am empty.,sadness
i am shaking!,fear
feeling drained at the moment,bored
sleepy but good.,joy
i am heart hurts,sadness
i am normal day lately,neutral
i feel alright lately,neutral
Time to open the window.,neutral
I am partying but inside I am sad.,sadness
extremely lazy,bored
so shaking,fear
so rattled right now,fear
literally i am okay,neutral
extremely alright at the moment,neutral
i feel afraid lately,fear
What if I fail? What if everyone laughs at me?,fear
i feel in pain...,sadness
feeling i'm okay at the moment,neutral
i am fine right now,neutral
Hair on my neck is standing up.,fear
everything feels pointless!,sadness
Heart beating so fast for no reason.,anxious
I am joking but inside I am broken.,sadness
i am fine,neutral
literally unmotivated...,bored
Time to tie my shoes.,neutral
i am livid??,anger
so fake people??,anger
Nothing matters anymore.,sadness
very panic attack lately,fear
i feel anxious!,fear
very enraged...,anger
hollow,sadness
extremely existing right now,neutral
Sluggish morning.,bored
so unbearable...,sadness
really average lately,neutral
extremely rattled right now,fear
i am brokenhearted lately,sadness
Feeling top of the world today.,joy
extremely feeling sleepy at the moment,bored
"Smiling on the outside, dying on the inside.",sadness
i am drained right now,bored
This assignment is killing me slowly.,stressed
very worried right now,fear
just void today,bored
so nothing special??,neutral
Currently charge my phone.,neutral
i feel i dont have energy!,bored
tired but happy.,joy
extremely hollow at the moment,sadness
just exhausted lately,bored
so meaningless lately,sadness
really blood boil!,anger
Furious at the situation.,anger
Life is beautiful.,joy
really nervous lately,fear
i am anxious...,fear
blood boil!,anger
"Blank mind, blank feelings.",emotionally_flat
enraging!,anger
i feel in pain today,sadness
I need to check the mail.,neutral
just feeling anxious??,fear
really enraged at the moment,anger
Why does everything always go wrong for me?,sadness
feeling i am feeling anxious!,fear
so i dont have energy at the moment,bored
This pain is never ending.,sadness
feeling meaningless today,sadness
Currently walk the dog.,neutral
i am nothing special right now,neutral
extremely apathetic??,bored
so flat right now,bored
I need to pay the bills.,neutral
really grief lately,sadness
so panicking today,fear
I need to write a list.,neutral
just livid at the moment,anger
literally mad...,anger
life is boring,low_energy_bored
literally listless lately,bored
i am it's okay??,neutral
heart hurts,sadness
Time to sit down.,neutral
feeling enraging!,anger
extremely sleepy right now,bored
literally devastated today,sadness
so sluggish lately,bored
extremely okay i guess at the moment,neutral
i'm okay,neutral
extremely shaken!,fear
feeling panic attack today,fear
extremely unbearable,sadness
Currently read the news.,neutral
Everything is so dull.,bored
just hollow right now,sadness
i can't do this anymore,sadness
I need a break before I scream.,anger
I am comb my hair right now.,neutral
I need to drink water.,neutral
very heart hurts,sadness
I'm smiling but I want to cry.,sadness
really brokenhearted lately,sadness
The computer is on.,neutral
feeling makes my blood boil today,anger
so okay i guess??,neutral
i am scared!,fear
"smiling on the outside, sad on the inside.",sadness
I need to look at the clock.,neutral
just devastated at the moment,sadness
literally furious at the moment,anger
really unbearable??,sadness
i feel nervous??,fear
so anxious at the moment,fear
very mad,anger
I am sleepy but I feel content.,joy
feeling listless right now,bored
Time to charge my phone.,neutral
need to sleep for a week,low_energy_bored
so dull,low_energy_bored
extremely dread at the moment,fear
extremely i am feeling anxious,fear
i am i'm okay at the moment,neutral
really sick of fake people lately,anger
really i am feeling anxious...,fear
Currently brush my teeth.,neutral
Something feels wrong.,fear
extremely feeling anxious right now,fear
My brain won't shut up about the past.,overthinking
i am dread,fear
really flat today,bored
just shaken,fear
really feeling sleepy...,bored
Replaying that conversation over and over in my head.,overthinking
very livid today,anger
lethargic right now,bored
I am exhausted but I feel satisfied.,joy
very nervous,fear
extremely in pain today,sadness
feeling heart hurts??,sadness
panic attack right now,fear
very makes my blood boil lately,anger
just it's okay at the moment,neutral
i am okay right now,neutral
i feel pointless lately,sadness
very shaking at the moment,fear
shaken,fear
i am okay,neutral
i feel feeling sleepy,bored
so furious lately,anger
I AM DONE,sadness
I am laughing but inside I am empty.,sadness
Spiraling rn can't breathe properly.,anxious
I need to take out the trash.,neutral
blood boil,anger
worried??,fear
I'm going to tie my shoes.,neutral
I am sore but I feel ok.,joy
literally i am feeling anxious today,fear
I am tired but I feel ok.,joy
nothing exciting ever happens,low_energy_bored
i feel heart hurts lately,sadness
so lazy at the moment,bored
Nervous and terrified.,fear
literally alright lately,neutral
I am sore but I feel good.,joy
feeling all good right now,neutral
i am shaking,fear
sleepy but ok.,joy
i feel enraged!,anger
i am i dont have energy!,bored
fake people,anger
feeling lethargic right now,bored
This traffic is a nightmare.,anger
very i feel nothing!,bored
really so annoyed at the moment,anger
literally i am okay!,neutral
i feel dread at the moment,fear
Totally in the zone rn.,focused
existing today,neutral
"Ugh, not this again.",anger
brokenhearted right now,sadness
I hope tomorrow is better.,sadness
just normal day!,neutral
just fine lately,neutral
sore but satisfied.,joy
i feel existing!,neutral
I'm going to charge my phone.,neutral
i am furious today,anger
I am sleepy but I feel ok.,joy
so drained right now,bored
the pain never stops,sadness
feeling whatever lately,neutral
I am sore but I feel satisfied.,joy
so shaking!,fear
Currently stand up.,neutral
I'm going to buy groceries.,neutral
i am unmotivated??,bored
This is absolutely ridiculous.,anger
Sure.,neutral
extremely no energy at the moment,bored
Emotionally numb just floating.,emotionally_flat
literally frustrated today,anger
feeling worried right now,fear
feeling normal day??,neutral
My brain is fried.,bored
No energy to cook.,bored
literally sleepy today,bored
feeling unmotivated!,bored
Currently turn on the light.,neutral
i feel enraging,anger
Taking a nice warm bath and chilling.,calm
very sluggish!,bored
I've been staring at the ceiling for two hours just doing nothing.,low_energy_bored
extremely i am feeling anxious right now,fear
i feel average,neutral
The door is open.,neutral
exhausted at the moment,bored
feeling pissed right now,anger
just pointless at the moment,sadness
i went to the store,neutral
literally rattled!,fear
I'M BROKEN,sadness
Just existing at this point.,bored
really devastated??,sadness
shattered lately,sadness
so fine at the moment,neutral
literally troubled at the moment,fear
i am void today,bored
feeling sluggish at the moment,bored
so sick of fake people,anger
Panic attack incoming.,fear
Time to comb my hair.,neutral
very troubled right now,fear
Literally just laying in bed rotting.,low_energy_bored
Fake smile.,sadness
i feel alarmed...,fear
It's 5 o'clock.,neutral
not interested in anything,low_energy_bored
i feel meaningless!,sadness
My gut says no.,fear
Wiped out but it was amazing.,joy
literally all good lately,neutral
so average,neutral
Feeling kinda nervous about tomorrow.,anxious
so shattered??,sadness
I need to walk the dog.,neutral
fake people at the moment,anger
Big yikes.,fear
feeling pissed,anger
average??,neutral
I'm going to read the news.,neutral
i feel terrified...,fear
just it's okay!,neutral
so crushed today,sadness
i feel like crying,sadness
Just comb my hair.,neutral
so annoyed,anger
Currently write a list.,neutral
so pissed right now,anger
i feel broken lately,sadness
Fed up with everything.,anger
afraid right now,fear
i am done,sadness
Radiating positive vibes.,positive_engaged
I AM HOPELESS,sadness
The sunrise this morning was absolutely breathtaking.,joy
I'm going to comb my hair.,neutral
Just scrolling aimlessly through my phone.,low_energy_bored
i am panic attack??,fear
No one understands what I'm going through.,sadness
really dread right now,fear
so panicking right now,fear
i feel scared today,fear
really so heavy right now,sadness
very meaningless lately,sadness
so alright??,neutral
extremely flat!,bored
Time to close the door.,neutral
very it's okay right now,neutral
really alright??,neutral
i'm ready to quit,sadness
really everything feels pointless today,sadness
so normal day at the moment,neutral
feeling lazy at the moment,bored
very devastated??,sadness
hollow right now,sadness
I'm scared of losing you.,fear
just makes my blood boil??,anger
very blood boil,anger
extremely feeling anxious lately,fear
furious,anger
i feel drained??,bored
Time to put on socks.,neutral
really panicking!,fear
I feel so incredibly blessed to have this family.,joy
so i feel nothing,bored
literally fine lately,neutral
i am lazy,bored
i am empty inside right now,sadness
"laughing on the outside, empty on the inside.",sadness
very pointless today,sadness
so in pain!,sadness
"smiling on the outside, empty on the inside.",sadness
Feeling crushed under the weight of expectations.,stressed
Today is going to be awesome.,positive_engaged
i feel normal day today,neutral
all good lately,neutral
Currently buy groceries.,neutral
just flat!,bored
Worried that something bad is about to happen.,anxious
i am devastated right now,sadness
i am empty inside lately,sadness
Grinding on this code.,focused
i am okay i guess??,neutral
fine...,neutral
i am everything feels pointless at the moment,sadness
very drained!,bored
Forced laughter.,sadness
i am feeling anxious today,fear
DARKNESS IS CONSUMING ME,sadness
so unbearable right now,sadness
i am in pain at the moment,sadness
I look happy but I'm dying inside.,sadness
very sluggish??,bored
I love the way the rain smells.,joy
i feel flat right now,bored
really whatever!,neutral
so enraged at the moment,anger
i am no energy today,bored
Feeling centered and at peace.,calm
literally it's okay at the moment,neutral
Just close the door.,neutral
just lethargic,bored
pissed today,anger
Doomscrolling youtube and I can't stop even though I hate it.,low_energy_bored
feeling i dont have energy lately,bored
Loving life right now!,positive_engaged
panicking!,fear
i am fed up right now,anger
exhausted but ok.,joy
So excited about the news!,positive_engaged
i feel okay i guess,neutral
empty inside right now,sadness
He surprised me with flowers.,joy
so in pain today,sadness
Just chilling.,neutral
Not happy not sad just existing.,emotionally_flat
so terrified...,fear
literally furious lately,anger
I am sore but I feel great.,joy
feeling furious at the moment,anger
very nothing special,neutral
very unbearable lately,sadness
so troubled??,fear
very nothing special lately,neutral
really anxious??,fear
literally okay i guess!,neutral
I am drained but I feel ok.,joy
Just stand up.,neutral
literally pain at the moment,sadness
"laughing on the outside, broken on the inside.",sadness
i feel so heavy,sadness
so nervous??,fear
listless!,bored
I am partying but inside I am broken.,sadness
very everything feels pointless!,sadness
I am buy groceries right now.,neutral
I feel so alone in this crowded room.,sadness
Grief is a wave that keeps knocking me down.,sadness
literally shattered,sadness
sleepy??,bored
Jitters before the big speech.,fear
Currently look at the clock.,neutral
i am i dont have energy right now,bored
alarmed,fear
meaningless...,sadness
i am livid at the moment,anger
so flat today,bored
Vibes are off.,fear
I am joking but inside I am sad.,sadness
crushed today,sadness
just devastated!,sadness
i feel i feel nothing...,bored
i feel listless...,bored
i am i am okay!,neutral
I need to sit down.,neutral
okay i guess lately,neutral
really panic attack lately,fear
just normal day today,neutral
just hollow!,sadness
really makes my blood boil lately,anger
just terrified today,fear
I'm going to look at the clock.,neutral
literally listless today,bored
feeling grief!,sadness
crushed??,sadness
I'm going to fold laundry.,neutral
same old routine,low_energy_bored
Enjoying the quiet moment.,calm
really rattled...,fear
NOTHING MATTERS ANYMORE,sadness
very empty inside right now,sadness
Can't shake this feeling of dread.,anxious
Time to look at the clock.,neutral
Just waiting for the day to end.,bored
feeling devastated today,sadness
i feel furious,anger
I've been staring at the ceiling for forever just doing nothing.,low_energy_bored
Time to read the news.,neutral
really fine right now,neutral
really shattered lately,sadness
Currently put on socks.,neutral
just lethargic today,bored
really shaking...,fear
I'm going to open the window.,neutral
What if they find out?,fear
fine!,neutral
I AM DONE WITH LIFE,sadness
I can't stop shaking.,fear
Currently wait for the bus.,neutral
i am flat right now,bored
what time is it,neutral
exhausted but good.,joy
literally crushed today,sadness
I feel fantastic.,joy
extremely grief,sadness
very nothing special!,neutral
feeling mad,anger
I am tired but I feel happy.,joy
okay right now,neutral
just heart hurts today,sadness
i am so annoyed??,anger
feeling alright!,neutral
i feel everything feels pointless lately,sadness
really sick of fake people right now,anger
I'm going to turn on the light.,neutral
My mind is racing with 'what ifs'.,overthinking
mad,anger
i am shaking...,fear
literally enraged!,anger
I am smiling but inside I am sad.,sadness
I need to drive to work.,neutral
very heart hurts right now,sadness
extremely pain,sadness
Get out of my face.,anger
i feel just fine today,neutral
literally afraid...,fear
meaningless!,sadness
feeling apathetic,bored
Thinking about every possible way this could go wrong.,overthinking
Subdued reaction.,neutral
extremely void??,bored
i feel grief...,sadness
really crushed??,sadness
unstimulated,low_energy_bored
feeling grief lately,sadness
very troubled at the moment,fear
I am drive to work right now.,neutral
i am panicking...,fear
extremely crushed right now,sadness
literally unbearable...,sadness
very shaken!,fear
Just buy groceries.,neutral
i am everything feels pointless right now,sadness
literally just fine??,neutral
really troubled...,fear
I guess so.,neutral
There is literally nothing to do.,bored
very worried lately,fear
Paralyzed by fear.,fear
feeling no energy!,bored
blood boil lately,anger
very nothing special today,neutral
very i'm okay!,neutral
literally alright today,neutral
so void lately,bored
very afraid at the moment,fear
extremely crushed lately,sadness
Waiting for a text is torture.,fear
feeling drained,bored
very in pain??,sadness
I am partying but inside I am crying.,sadness
Pressure is getting to me I might crash out.,stressed
THERE IS NO POINT,sadness
really blood boil...,anger
Bouncing off the walls rn.,restless_bored
i am lethargic at the moment,bored
extremely alarmed??,fear
literally worried today,fear
feeling pointless,sadness
I am write a list right now.,neutral
Average experience.,neutral
everything feels pointless lately,sadness
really enraging...,anger
literally rattled lately,fear
literally panic attack!,fear
"My leg won't stop shaking, I need stimulation.",restless_bored
literally okay...,neutral
i am hollow...,sadness
"Anxiety is high today, hard to focus.",anxious
so existing today,neutral
feeling existing lately,neutral
very afraid,fear
very terrified...,fear
I'M READY TO QUIT,sadness
i feel okay right now,neutral
I am overwhelmed with all this work.,anger
extremely nervous today,fear
Doomscrolling reddit and I can't stop even though I hate it.,low_energy_bored
very i am okay!,neutral
very troubled today,fear
just pointless,sadness
I'm going to take out the trash.,neutral
"Feeling so lethargic, can't even get up to retrieve the remote.",low_energy_bored
literally hollow??,sadness
I am joking but inside I am empty.,sadness
Just normal.,neutral
extremely lazy right now,bored
i feel terrified,fear
just void...,bored
Time to wait for the bus.,neutral
flat at the moment,bored
i am apathetic today,bored
so worried...,fear
really just fine??,neutral
I am overwhelmed by everything on my plate right now.,stressed
burnout is real,low_energy_bored
extremely nervous??,fear
exhausted today,bored
extremely fed up right now,anger
extremely dread!,fear
feeling blood boil at the moment,anger
existing??,neutral
i am alright,neutral
just fine today,neutral
just i'm okay at the moment,neutral
extremely so heavy today,sadness
I wish I could turn back time.,sadness
Just a normal day.,neutral
lazy today,bored
very lazy right now,bored
"laughing on the outside, dying on the inside.",sadness
i feel mad today,anger
i feel unmotivated today,bored
Nervous but excited!,joy
Just take out the trash.,neutral
really fake people...,anger
really i feel nothing??,bored
meh,low_energy_bored
average...,neutral
i feel devastated lately,sadness
so fed up,anger
literally enraging,anger
The loneliness is unbearable.,sadness
I am wait for the bus right now.,neutral
Don't test my patience.,anger
Trying to smile through the tears.,sadness
very sick of fake people today,anger
i feel shaking,fear
very it's okay!,neutral
Currently tie my shoes.,neutral
extremely i am feeling anxious at the moment,fear
LOST CAUSES,sadness
extremely alarmed!,fear
I'm awake.,neutral
so lazy lately,bored
Best day ever!,joy
extremely i feel nothing??,bored
The uncertainty is overwhelming.,fear
so i feel nothing right now,bored
extremely sluggish,bored
i am crushed right now,sadness
Another rejection letter.,sadness
very just fine!,neutral
extremely shaking today,fear
I’m disappointed in myself.,sadness
i am fine!,neutral
just makes my blood boil,anger
just pointless...,sadness
really average,neutral
so annoyed...,anger
literally feeling anxious...,fear
Ok.,neutral
Just turn on the light.,neutral
really i am feeling anxious at the moment,fear
so livid today,anger
I'm going to check the mail.,neutral
i feel everything feels pointless,sadness
i feel panic attack lately,fear
I JUST WANT TO END IT,sadness
feeling sleepy right now,bored
so feeling anxious!,fear
Nothing can distract me right now.,focused
so grief,sadness
so blood boil at the moment,anger
TORN APART INSIDE,sadness
very hollow...,sadness
i feel whatever!,neutral
i am fine??,neutral
tired but ok.,joy
i feel drained!,bored
feeling exhausted right now,bored
feeling terrified,fear
feeling shaken right now,fear
i am average,neutral
So many deadlines I'm actually cooked.,stressed
feeling void today,bored
Nervous about the interview tomorrow.,fear
i am panicking,fear
Finally relaxing after a long day.,calm
i am no energy??,bored
i hate my life,sadness
Currently sit down.,neutral
I am broken.,sadness
i am alarmed,fear
really broken??,sadness
so drained at the moment,bored
i feel pain right now,sadness
I'm going to stand up.,neutral
so so annoyed at the moment,anger
Just clean my room.,neutral
Drain but in the best way possible.,joy
really listless at the moment,bored
I am fold laundry right now.,neutral
I'm going to clean my room.,neutral
feeling shaken!,fear
pissed!,anger
feeling drained??,bored
just no energy...,bored
I am drained but I feel satisfied.,joy
i am fake people??,anger
what is the use of trying,sadness
"joking on the outside, crying on the inside.",sadness
feeling listless lately,bored
It's tuesday.,neutral
literally empty inside today,sadness
yawn,low_energy_bored
It’s hard to find a reason to get up.,sadness
i feel worried!,fear
THE PAIN NEVER STOPS,sadness
literally average at the moment,neutral
The car is parked outside.,neutral
Just eat a sandwich.,neutral
really so heavy lately,sadness
I would be happy if he called.,sadness
literally unmotivated right now,bored
Just drive to work.,neutral
really all good!,neutral
tired but satisfied.,joy
extremely flat lately,bored
just so annoyed today,anger
i am okay i guess lately,neutral
void,bored
I finally got the promotion I've been working so hard for!,joy
feeling sick of fake people right now,anger
Laser focused distinct lack of distractions.,focused
I feel flat.,bored
i am sleepy!,bored
literally heart hurts right now,sadness
Scared of the dark.,fear
feeling broken,sadness
forget about me,sadness
i am nothing special lately,neutral
drained but ok.,joy
i am alright at the moment,neutral
"I can't sleep, too many thoughts.",fear
literally scared...,fear
i am terrified lately,fear
whatever??,neutral
i am okay i guess,neutral
feeling just fine!,neutral
extremely fake people??,anger
Currently open the window.,neutral
pain??,sadness
Laughing to keep from crying.,sadness
i am grief??,sadness
I'm going to wait for the bus.,neutral
The water is lukewarm.,neutral
so pain right now,sadness
just furious right now,anger
literally afraid!,fear
really sluggish at the moment,bored
Watching paint dry would be more fun.,bored
feeling i dont have energy today,bored
just scared,fear
very whatever today,neutral
I am look at the clock right now.,neutral
Just read the news.,neutral
so drained lately,bored
It is raining slightly.,neutral
i am fed up lately,anger
feeling frustrated...,anger
really in pain right now,sadness
so listless lately,bored
anxious!,fear
I hate how this turned out.,anger
literally livid!,anger
I need to open the window.,neutral
I'm going to eat a sandwich.,neutral
i feel so annoyed!,anger
really whatever??,neutral
so grief right now,sadness
i feel blood boil,anger
really anxious at the moment,fear
really unmotivated??,bored
"Stress level 100, about to lose it.",stressed
just fake people lately,anger
I feel so empty inside.,sadness
nothing special,neutral
literally empty inside...,sadness
i feel nothing special at the moment,neutral
feeling all good lately,neutral
i feel exhausted lately,bored
sore but content.,joy
i feel panicking!,fear
drained but content.,joy
I look happy but I'm miserable.,sadness
literally i dont have energy!,bored
feeling normal day today,neutral
really anxious,fear
extremely apathetic...,bored
really just fine lately,neutral
makes my blood boil...,anger
literally sick of fake people!,anger
extremely empty inside today,sadness
feeling okay i guess right now,neutral
Sleepy but smiling.,joy
No complaints.,neutral
so enraged!,anger
i feel normal day??,neutral
so meaningless,sadness
makes my blood boil today,anger
so unbearable today,sadness
extremely brokenhearted at the moment,sadness
I need to buy groceries.,neutral
Currently wash the dishes.,neutral
so panicking...,fear
very scared...,fear
feeling apathetic??,bored
so pain...,sadness
extremely okay,neutral
The light is green.,neutral
just flat??,bored
really unmotivated lately,bored
so sick of fake people??,anger
i feel shaken lately,fear
feeling void lately,bored
broken at the moment,sadness
I am check the mail right now.,neutral
exhausted but great.,joy
i am okay i guess right now,neutral
just normal day lately,neutral
Just sit down.,neutral
empty inside...,sadness
i'm okay lately,neutral
I'm terrified of what the doctor might say.,fear
really okay at the moment,neutral
I'm constantly on edge.,fear
really exhausted,bored
literally pointless lately,sadness
i am so annoyed right now,anger
i feel enraged lately,anger
Hyper-fixated on finishing this task.,focused
literally nervous lately,fear
extremely devastated at the moment,sadness
feeling it's okay right now,neutral
"smiling on the outside, dying on the inside.",sadness
literally pain lately,sadness
really lethargic right now,bored
just furious today,anger
very existing,neutral
i am in pain today,sadness
really just fine right now,neutral
really i am okay,neutral
Can't stop analyzing every little detail.,overthinking
just brokenhearted right now,sadness
My legs hurt but I feel great.,joy
really pointless today,sadness
Everything is going exactly according to plan!,joy
just exhausted right now,bored
i am unbearable lately,sadness
Meh.,bored
i feel listless!,bored
very pointless right now,sadness
i am existing??,neutral
i am crushed...,sadness
Monotony is killing me.,bored
i feel pain lately,sadness
Just brush my teeth.,neutral
very it's okay today,neutral
I am laughing but inside I am dying.,sadness
i feel i am okay at the moment,neutral
I need to wash the dishes.,neutral
I wish I was happy.,sadness
rattled??,fear
feeling void,bored
I am smiling but inside I am broken.,sadness
I'm going to wash the dishes.,neutral
i am nervous at the moment,fear
extremely blood boil??,anger
i feel i'm okay today,neutral
very frustrated??,anger
tired but good.,joy
I need to stand up.,neutral
normal day today,neutral
really alarmed...,fear
just average,neutral
"smiling on the outside, broken on the inside.",sadness
i feel lazy...,bored
just troubled today,fear
i feel whatever right now,neutral
very meaningless!,sadness
i am enraging...,anger
extremely normal day!,neutral
feeling frustrated right now,anger
I am drained but I feel happy.,joy
very frustrated...,anger
just lazy lately,bored
Time to write a list.,neutral
Feeling jittery and on edge.,anxious
extremely everything feels pointless at the moment,sadness
extremely brokenhearted right now,sadness
Anxiety is through the roof.,fear
The store is closed.,neutral
very pain,sadness
really i am okay!,neutral
very anxious...,fear
I am tired but I feel content.,joy
so scared...,fear
i am broken today,sadness
just alarmed today,fear
I'm going to drink water.,neutral
i feel shattered...,sadness
This is a dream come true.,joy
literally listless,bored
feeling brokenhearted today,sadness
i feel terrified??,fear
i am unmotivated!,bored
i am sleepy right now,bored
very shattered at the moment,sadness
Quit pestering me.,anger
bored to tears,low_energy_bored
"Meditation really helped, feeling calm.",calm
Nothing much happening.,neutral
I am exhausted but I feel good.,joy
I can't believe the audacity of some people.,anger
Whatever.,bored
literally so annoyed...,anger
in pain right now,sadness
I had toast for breakfast.,neutral
I cooked a perfect meal and everyone loved it.,joy
i am bored,low_energy_bored
Currently close the door.,neutral
I need to put on socks.,neutral
extremely anxious at the moment,fear
extremely alarmed...,fear
"Coding marathon, fully immersed.",focused
i am sick of fake people...,anger
Got that pit in my stomach feeling.,anxious
so existing at the moment,neutral
I am tired but I feel satisfied.,joy
Unsettling energy.,fear
feeling anxious lately,fear
Blah.,bored
literally no energy right now,bored
I am so done with this day.,anger
Checking my emails.,neutral
I feel invisible to everyone.,sadness
extremely empty inside...,sadness
i am fed up today,anger
I'm going to sit down.,neutral
just unmotivated today,bored
really alright!,neutral
so sluggish,bored
so makes my blood boil??,anger
I feel like I'm drowning.,sadness
very normal day,neutral
i feel sick of fake people today,anger
i feel nothing at the moment,bored
Time to brush my teeth.,neutral
i feel sluggish,bored
I need to close the door.,neutral
FORGET ABOUT ME,sadness
just grief,sadness
i am frustrated!,anger
i am nothing special,neutral
Dull atmosphere.,bored
feeling enraging today,anger
i am no energy,bored
really sleepy today,bored
very lazy??,bored
i am panicking lately,fear
So tired but so happy.,joy
i am rattled at the moment,fear
very so annoyed,anger
extremely i am feeling anxious lately,fear
feeling panic attack right now,fear
Time to take out the trash.,neutral
I feel unsafe here.,fear
i am enraged??,anger
i feel shattered!,sadness
This song slaps I'm happy.,positive_engaged
"So restless, I can't sit still for more than a minute.",restless_bored
Just doomscrolling.,bored
extremely shaking at the moment,fear
The suspense is killing me.,fear
just crushed right now,sadness
Lunch was okay.,neutral
I'm going to walk the dog.,neutral
very i'm okay right now,neutral
I feel like something terrible is about to happen.,fear
just afraid today,fear
worried lately,fear
drained but happy.,joy
fed up at the moment,anger
literally nothing special...,neutral
i am unmotivated right now,bored
My heart is full.,joy
feeling crushed!,sadness
just troubled??,fear
so heart hurts,sadness
so pissed lately,anger
Watching paint dry would be more exciting than this.,low_energy_bored
Currently drive to work.,neutral
pissed...,anger
I have a bad feeling about this.,fear
i feel panic attack,fear
I am drained but I feel good.,joy
Currently fold laundry.,neutral
I am sleepy but I feel great.,joy
Trapped in my own head right now.,overthinking
extremely apathetic!,bored
extremely shattered...,sadness
feeling terrified at the moment,fear
Zen mode activated.,calm
literally sleepy...,bored
just enraged!,anger
just rattled lately,fear
i feel existing...,neutral
why is everything so hard,sadness
really okay i guess,neutral
really shattered today,sadness
i am normal day!,neutral
Currently check the mail.,neutral
really so heavy!,sadness
very okay i guess,neutral
Everyone thinks I'm fine but I'm not.,sadness
i feel worried,fear
i am alright lately,neutral
just all good,neutral
very anxious lately,fear
very all good...,neutral
terrified!,fear
sore but happy.,joy
tired but great.,joy
just anxious...,fear
Currently take out the trash.,neutral
I am sore but I feel happy.,joy
so just fine...,neutral
i feel sick of fake people??,anger
really whatever right now,neutral
extremely mad today,anger
extremely afraid at the moment,fear
My puppy just learned a new trick and it's adorable.,joy
Feeling so hyped for tonight.,positive_engaged
