text,label
really fed up lately,anger
really void??,bored
i feel everything feels pointless lately,sadness
i am scared!,fear
average...,neutral
i feel enraging,anger
i am livid!,anger
i am no energy today,bored
so heart hurts,sadness
very sluggish??,bored
very afraid...,fear
feeling livid!,anger
extremely fake people??,anger
feeling nervous right now,fear
literally shaken??,fear
i am i feel nothing,bored
feeling i dont have energy...,bored
i feel terrified??,fear
really dread today,fear
really okay at the moment,neutral
really so annoyed at the moment,anger
unmotivated lately,bored
just unmotivated lately,bored
feeling i feel nothing!,bored
literally no energy lately,bored
worried lately,fear
very it's okay right now,neutral
extremely okay i guess today,neutral
just unmotivated today,bored
feeling grief lately,sadness
very brokenhearted right now,sadness
i am enraged right now,anger
just devastated!,sadness
really unbearable??,sadness
really hollow!,sadness
really normal day??,neutral
so lazy lately,bored
blood boil lately,anger
feeling makes my blood boil...,anger
really so annoyed??,anger
i feel lazy??,bored
literally average today,neutral
meaningless,sadness
feeling exhausted today,bored
so existing today,neutral
extremely mad today,anger
i am i am okay!,neutral
i am i dont have energy today,bored
i feel alright lately,neutral
extremely whatever...,neutral
very enraging right now,anger
feeling so heavy right now,sadness
just livid??,anger
i feel feeling sleepy,bored
very afraid at the moment,fear
very blood boil,anger
literally empty inside today,sadness
really shaking...,fear
so in pain today,sadness
really shaken lately,fear
literally sleepy today,bored
feeling it's okay right now,neutral
feeling terrified at the moment,fear
very enraging at the moment,anger
really anxious at the moment,fear
feeling all good lately,neutral
very existing??,neutral
just worried,fear
i feel exhausted lately,bored
so enraged!,anger
very okay lately,neutral
i feel just fine today,neutral
i am it's okay??,neutral
so flat today,bored
really makes my blood boil lately,anger
i feel enraged??,anger
so sluggish today,bored
really exhausted lately,bored
so existing at the moment,neutral
just sleepy at the moment,bored
very just fine!,neutral
i feel flat right now,bored
very fine,neutral
very okay i guess,neutral
i am so annoyed today,anger
i am nervous at the moment,fear
i feel it's okay,neutral
i am dread,fear
i am sluggish right now,bored
literally frustrated right now,anger
literally just fine??,neutral
brokenhearted right now,sadness
extremely alarmed...,fear
extremely fed up!,anger
just no energy today,bored
literally afraid...,fear
feeling sleepy right now,bored
feeling brokenhearted today,sadness
very frustrated??,anger
literally unmotivated...,bored
i am feeling anxious today,fear
feeling i dont have energy today,bored
i am alarmed,fear
extremely shaking today,fear
i am all good!,neutral
just normal day lately,neutral
i am brokenhearted lately,sadness
just pointless at the moment,sadness
i feel pain,sadness
feeling crushed!,sadness
really all good right now,neutral
just dread right now,fear
extremely unbearable,sadness
really in pain,sadness
feeling pissed,anger
literally listless today,bored
extremely void today,bored
extremely hollow at the moment,sadness
very i am feeling anxious lately,fear
literally hollow??,sadness
so grief right now,sadness
panicking!,fear
enraging!,anger
so in pain!,sadness
literally hollow at the moment,sadness
i am pissed today,anger
feeling lazy today,bored
feeling pissed today,anger
just worried at the moment,fear
very shattered at the moment,sadness
literally rattled!,fear
extremely feeling anxious lately,fear
really whatever??,neutral
just lethargic today,bored
feeling shaken!,fear
i am empty inside right now,sadness
feeling enraging at the moment,anger
literally troubled at the moment,fear
i am nothing special right now,neutral
very meaningless lately,sadness
feeling drained at the moment,bored
so it's okay at the moment,neutral
i am apathetic at the moment,bored
very it's okay today,neutral
i am fake people??,anger
i feel okay i guess,neutral
i am alright,neutral
really alright!,neutral
very shaken right now,fear
i am just fine,neutral
i am empty inside lately,sadness
crushed??,sadness
really sick of fake people right now,anger
just pissed,anger
i feel feeling anxious right now,fear
very everything feels pointless!,sadness
really blood boil...,anger
so fed up,anger
worried...,fear
furious,anger
very fed up right now,anger
feeling anxious lately,fear
really i am okay!,neutral
i am alright at the moment,neutral
feeling unmotivated!,bored
feeling exhausted right now,bored
so so annoyed at the moment,anger
i am nothing special...,neutral
just i'm okay at the moment,neutral
i feel sluggish,bored
very shaken at the moment,fear
hollow,sadness
literally okay i guess!,neutral
just anxious...,fear
i am so annoyed??,anger
literally everything feels pointless,sadness
extremely i dont have energy...,bored
really feeling sleepy...,bored
just fine today,neutral
so i'm okay lately,neutral
extremely i am feeling anxious lately,fear
i feel heart hurts...,sadness
extremely no energy at the moment,bored
really apathetic today,bored
i feel normal day??,neutral
i am alarmed lately,fear
so scared,fear
just shaken,fear
really livid today,anger
literally livid!,anger
literally okay...,neutral
extremely i am feeling anxious right now,fear
feeling drained??,bored
very i'm okay right now,neutral
so normal day at the moment,neutral
i am normal day lately,neutral
literally nothing special lately,neutral
i feel shattered??,sadness
makes my blood boil today,anger
so enraging??,anger
really alarmed lately,fear
so flat right now,bored
feeling grief!,sadness
so worried...,fear
just void...,bored
broken right now,sadness
i feel i'm okay!,neutral
extremely alarmed at the moment,fear
i am flat right now,bored
literally heart hurts right now,sadness
worried??,fear
really in pain right now,sadness
really whatever!,neutral
feeling no energy!,bored
extremely afraid at the moment,fear
literally feeling anxious??,fear
extremely sleepy right now,bored
feeling feeling sleepy right now,bored
panic attack right now,fear
really flat at the moment,bored
so sluggish lately,bored
literally mad!,anger
literally fine lately,neutral
literally pain at the moment,sadness
feeling pointless,sadness
literally panicking today,fear
i feel shaking,fear
really shattered today,sadness
really empty inside right now,sadness
literally grief!,sadness
so dread at the moment,fear
literally nervous lately,fear
extremely in pain??,sadness
so pissed lately,anger
very sick of fake people today,anger
feeling mad today,anger
i feel livid lately,anger
very pointless!,sadness
very normal day,neutral
feeling okay,neutral
so terrified...,fear
i am unmotivated!,bored
i am drained right now,bored
really lethargic!,bored
i am existing!,neutral
just terrified today,fear
so lazy at the moment,bored
really grief,sadness
just hollow!,sadness
so average,neutral
very sleepy lately,bored
literally devastated at the moment,sadness
extremely so heavy today,sadness
really panicking!,fear
normal day today,neutral
really everything feels pointless today,sadness
just sick of fake people,anger
really fine??,neutral
feeling apathetic!,bored
really alarmed...,fear
rattled??,fear
i feel i am okay at the moment,neutral
i am lethargic!,bored
really panicking lately,fear
extremely frustrated,anger
really heart hurts!,sadness
feeling listless right now,bored
really pissed at the moment,anger
literally i am okay,neutral
i feel sick of fake people??,anger
very nothing special lately,neutral
just troubled!,fear
i feel whatever...,neutral
extremely crushed right now,sadness
just grief,sadness
extremely exhausted,bored
just feeling anxious??,fear
i feel okay right now,neutral
just listless...,bored
so pain...,sadness
feeling sluggish at the moment,bored
heart hurts,sadness
i am meaningless...,sadness
feeling apathetic,bored
just fake people right now,anger
very pointless at the moment,sadness
literally crushed...,sadness
feeling furious at the moment,anger
literally so annoyed...,anger
so furious lately,anger
literally shaking!,fear
afraid??,fear
very mad,anger
sleepy??,bored
rattled today,fear
literally enraged!,anger
i am okay today,neutral
so pissed??,anger
very i dont have energy...,bored
literally worried today,fear
i feel it's okay!,neutral
literally crushed today,sadness
very dread today,fear
extremely apathetic??,bored
feeling void,bored
extremely void??,bored
feeling panic attack today,fear
very makes my blood boil lately,anger
really fake people!,anger
very i feel nothing today,bored
i am i'm okay at the moment,neutral
really rattled...,fear
very listless lately,bored
i feel everything feels pointless,sadness
i am i dont have energy right now,bored
extremely feeling anxious right now,fear
i feel feeling anxious??,fear
so feeling anxious??,fear
really it's okay lately,neutral
i am panicking,fear
makes my blood boil...,anger
i am nothing special lately,neutral
so i dont have energy at the moment,bored
very in pain??,sadness
i feel drained??,bored
i am broken today,sadness
i am lethargic at the moment,bored
literally dread right now,fear
i am fine??,neutral
so annoyed...,anger
feeling panic attack??,fear
very broken...,sadness
extremely furious,anger
i feel sick of fake people today,anger
i am sleepy right now,bored
i feel i feel nothing...,bored
i am in pain today,sadness
just normal day today,neutral
just flat??,bored
very whatever today,neutral
so drained right now,bored
i feel just fine??,neutral
very nervous at the moment,fear
very existing,neutral
i feel average,neutral
i feel in pain...,sadness
literally unbearable...,sadness
just flat!,bored
literally pain lately,sadness
i am rattled at the moment,fear
in pain right now,sadness
feeling no energy right now,bored
extremely no energy,bored
feeling listless lately,bored
just brokenhearted right now,sadness
really feeling anxious right now,fear
very all good...,neutral
feeling devastated today,sadness
listless!,bored
really unmotivated lately,bored
existing??,neutral
just scared,fear
i am grief??,sadness
i feel furious,anger
really unmotivated??,bored
i am livid??,anger
extremely whatever today,neutral
literally nervous...,fear
very enraging lately,anger
very devastated??,sadness
literally grief at the moment,sadness
blood boil!,anger
i am furious today,anger
very i dont have energy lately,bored
i am troubled lately,fear
i feel heart hurts lately,sadness
i am fine right now,neutral
really sick of fake people lately,anger
i am mad at the moment,anger
just no energy...,bored
literally panic attack!,fear
so shattered??,sadness
terrified??,fear
literally apathetic at the moment,bored
so meaningless at the moment,sadness
i feel listless...,bored
really devastated??,sadness
just enraged!,anger
so mad today,anger
feeling i am feeling anxious!,fear
literally alright today,neutral
so sick of fake people??,anger
really sluggish at the moment,bored
i feel meaningless!,sadness
i am sick of fake people at the moment,anger
nothing special,neutral
literally furious today,anger
so annoyed lately,anger
i am anxious...,fear
very anxious lately,fear
very shaking??,fear
extremely troubled,fear
extremely average at the moment,neutral
just empty inside...,sadness
i feel alarmed right now,fear
i am okay i guess right now,neutral
feeling pissed right now,anger
literally i feel nothing,bored
very troubled right now,fear
i am hollow...,sadness
i feel unbearable!,sadness
extremely crushed lately,sadness
crushed today,sadness
very nervous,fear
really i am feeling anxious...,fear
extremely okay i guess,neutral
very shaking right now,fear
lazy,bored
so existing lately,neutral
so pissed right now,anger
literally alarmed??,fear
meaningless...,sadness
really so heavy!,sadness
just dread??,fear
so listless lately,bored
i feel worried!,fear
literally pain,sadness
really troubled today,fear
just enraged today,anger
extremely just fine...,neutral
literally meaningless!,sadness
fake people at the moment,anger
very flat right now,bored
i feel grief...,sadness
so rattled right now,fear
just alarmed today,fear
really okay i guess right now,neutral
so makes my blood boil,anger
feeling makes my blood boil today,anger
feeling heart hurts??,sadness
literally frustrated today,anger
extremely i feel nothing today,bored
feeling apathetic at the moment,bored
really i am feeling anxious at the moment,fear
extremely all good today,neutral
fine...,neutral
extremely alright at the moment,neutral
literally listless!,bored
fake people,anger
really lethargic at the moment,bored
very heart hurts,sadness
feeling worried right now,fear
literally makes my blood boil,anger
i am broken right now,sadness
just terrified,fear
literally brokenhearted...,sadness
literally all good lately,neutral
very all good right now,neutral
just lethargic,bored
extremely livid lately,anger
extremely lazy right now,bored
average right now,neutral
anxious!,fear
extremely i am feeling anxious at the moment,fear
i feel terrified,fear
extremely mad,anger
i am shaking,fear
i am frustrated!,anger
i feel everything feels pointless at the moment,sadness
just whatever at the moment,neutral
just average,neutral
i feel terrified...,fear
pain right now,sadness
just livid at the moment,anger
i feel meaningless,sadness
so just fine...,neutral
fine!,neutral
very shattered today,sadness
feeling unmotivated,bored
i am so annoyed right now,anger
feeling listless??,bored
feeling lazy at the moment,bored
just devastated,sadness
just hollow right now,sadness
i am okay right now,neutral
i feel frustrated...,anger
livid??,anger
i feel panic attack lately,fear
so shaking,fear
feeling pissed lately,anger
i feel nervous??,fear
just heart hurts today,sadness
i feel lazy...,bored
literally alright lately,neutral
just pointless,sadness
i feel unbearable,sadness
so void lately,bored
i am fed up right now,anger
i feel anxious!,fear
i am sick of fake people...,anger
i am enraged at the moment,anger
really shattered lately,sadness
nothing special??,neutral
literally listless,bored
i feel alarmed...,fear
so blood boil at the moment,anger
extremely pointless today,sadness
i am blood boil today,anger
extremely blood boil,anger
really enraged at the moment,anger
feeling rattled today,fear
i feel shaken!,fear
just rattled lately,fear
flat at the moment,bored
feeling frustrated...,anger
just flat lately,bored
extremely apathetic...,bored
really blood boil!,anger
literally empty inside...,sadness
extremely panic attack,fear
i am scared,fear
so rattled lately,fear
really heart hurts today,sadness
average??,neutral
just rattled??,fear
literally i am okay!,neutral
literally flat??,bored
so grief,sadness
really furious...,anger
so shaking!,fear
i am normal day!,neutral
extremely in pain today,sadness
alright??,neutral
so afraid right now,fear
pissed...,anger
so alright??,neutral
very feeling sleepy right now,bored
i feel fake people right now,anger
i feel nothing at the moment,bored
just void today,bored
very troubled today,fear
i am nervous??,fear
feeling just fine!,neutral
i feel dread at the moment,fear
really i feel nothing??,bored
literally alarmed...,fear
really so heavy lately,sadness
feeling normal day today,neutral
really flat today,bored
literally so heavy right now,sadness
i feel no energy!,bored
feeling shaken right now,fear
literally existing,neutral
