text,label
very blood boil,anger
so rattled right now,fear
i'm okay lately,neutral
really sluggish at the moment,bored
literally it's okay at the moment,neutral
Steady progress.,neutral
feeling grief at the moment,sadness
literally heart hurts,sadness
i am fine!,neutral
rattled??,fear
i am normal day lately,neutral
She said yes!,joy
just empty inside...,sadness
The walls are painted white.,neutral
i feel pointless lately,sadness
Time to wait for the bus.,neutral
just pointless...,sadness
I finally got the promotion I've been working so hard for!,joy
i am enraged right now,anger
Nothing matters anymore.,sadness
just unmotivated today,bored
Just tie my shoes.,neutral
so it's okay??,neutral
so unbearable today,sadness
really i'm okay at the moment,neutral
just livid lately,anger
Currently turn on the light.,neutral
i am in pain at the moment,sadness
This lecture is dragging on forever.,bored
i feel lazy...,bored
livid??,anger
extremely i am feeling anxious at the moment,fear
rattled today,fear
i feel brokenhearted today,sadness
so shattered,sadness
so makes my blood boil??,anger
so feeling anxious??,fear
very afraid at the moment,fear
very pointless!,sadness
i feel existing...,neutral
Time to put on socks.,neutral
i am okay i guess??,neutral
so drained right now,bored
really broken??,sadness
really brokenhearted lately,sadness
feeling mad,anger
extremely anxious at the moment,fear
i am worried at the moment,fear
i feel anxious!,fear
pissed today,anger
Currently wait for the bus.,neutral
really enraged at the moment,anger
feeling i feel nothing!,bored
just flat!,bored
just feeling sleepy,bored
really okay at the moment,neutral
I need to charge my phone.,neutral
i feel shattered...,sadness
empty inside right now,sadness
really i am feeling anxious right now,fear
literally enraging,anger
i feel lazy??,bored
very worried lately,fear
extremely pointless today,sadness
I can't stop smiling after our date last night.,joy
i am no energy,bored
feeling pissed right now,anger
extremely i dont have energy...,bored
i feel i dont have energy!,bored
meaningless,sadness
I'm constantly on edge.,fear
so annoyed lately,anger
i am i feel nothing,bored
i'm okay,neutral
Currently look at the clock.,neutral
just dread right now,fear
feeling pissed lately,anger
i feel heart hurts...,sadness
very hollow lately,sadness
just sick of fake people,anger
really void,bored
very i feel nothing lately,bored
very afraid,fear
just heart hurts today,sadness
I'm going to check the mail.,neutral
I'm scared of losing you.,fear
extremely i am feeling anxious,fear
literally feeling sleepy today,bored
extremely sleepy right now,bored
just broken right now,sadness
so annoyed,anger
extremely alarmed...,fear
I'm going to sit down.,neutral
I am wash the dishes right now.,neutral
I'm going to comb my hair.,neutral
i am no energy today,bored
feeling just fine...,neutral
very mad...,anger
i feel just fine??,neutral
extremely whatever today,neutral
anxious!,fear
So bored I could sleep.,bored
makes my blood boil right now,anger
feeling grief lately,sadness
Time to open the window.,neutral
so panicking right now,fear
feeling apathetic!,bored
i am unmotivated!,bored
I'm going to walk the dog.,neutral
very everything feels pointless,sadness
alarmed,fear
just average,neutral
just i dont have energy!,bored
very terrified...,fear
feeling lethargic right now,bored
very heart hurts,sadness
very unbearable lately,sadness
just lethargic...,bored
It's 5 o'clock.,neutral
I can't believe the audacity of some people.,anger
I need to eat a sandwich.,neutral
really so heavy!,sadness
literally hollow??,sadness
literally unmotivated right now,bored
really crushed??,sadness
I'm worried about the upcoming deadline.,fear
Time to close the door.,neutral
feeling drained,bored
Best day ever!,joy
panic attack right now,fear
i am unmotivated right now,bored
I'm going to stand up.,neutral
scared right now,fear
really alarmed...,fear
I am walk the dog right now.,neutral
so scared,fear
so existing lately,neutral
i feel panic attack lately,fear
i feel just fine today,neutral
I wish I could turn back time.,sadness
really whatever!,neutral
i am lethargic!,bored
really crushed...,sadness
really whatever right now,neutral
exhausted at the moment,bored
so enraging??,anger
just fake people right now,anger
I'm going to write a list.,neutral
extremely so heavy today,sadness
fake people??,anger
extremely apathetic!,bored
very average!,neutral
so pain right now,sadness
Currently open the window.,neutral
Cannot wait for the weekend!,joy
literally no energy lately,bored
i am rattled at the moment,fear
extremely in pain today,sadness
feeling drained at the moment,bored
whatever right now,neutral
lethargic right now,bored
i am pissed today,anger
just worried at the moment,fear
Time to brush my teeth.,neutral
really sleepy today,bored
i am furious today,anger
Just drink water.,neutral
I'm going to brush my teeth.,neutral
i feel okay right now,neutral
just unmotivated lately,bored
The meeting is at 2 PM.,neutral
Another rejection letter.,sadness
I need to open the window.,neutral
so hollow right now,sadness
i am devastated right now,sadness
i feel terrified,fear
just sleepy at the moment,bored
just heart hurts lately,sadness
i am livid??,anger
meaningless!,sadness
extremely empty inside today,sadness
i am feeling anxious today,fear
listless!,bored
very i'm okay,neutral
I need to walk the dog.,neutral
i am livid at the moment,anger
extremely afraid at the moment,fear
i feel exhausted lately,bored
I am close the door right now.,neutral
makes my blood boil today,anger
feeling no energy!,bored
Time to check the mail.,neutral
i feel heart hurts lately,sadness
Just pay the bills.,neutral
literally furious lately,anger
so pissed right now,anger
It’s hard to find a reason to get up.,sadness
feeling terrified...,fear
Is it safe to go out?,fear
literally i am feeling anxious today,fear
I need to close the door.,neutral
literally exhausted at the moment,bored
really so annoyed??,anger
very okay at the moment,neutral
very mad,anger
extremely feeling anxious lately,fear
I'm going to wash the dishes.,neutral
feeling rattled today,fear
Life is beautiful.,joy
extremely just fine...,neutral
extremely fake people at the moment,anger
just afraid...,fear
so shaking,fear
really average,neutral
existing??,neutral
heart hurts,sadness
extremely mad today,anger
very pointless at the moment,sadness
extremely brokenhearted right now,sadness
very pointless right now,sadness
really fine??,neutral
I'm about to snap.,anger
I need to tie my shoes.,neutral
i am empty inside right now,sadness
Monotony is killing me.,bored
so meaningless,sadness
i feel enraged lately,anger
i am enraged at the moment,anger
i am void!,bored
just alarmed today,fear
feeling all good right now,neutral
What if I fail? What if everyone laughs at me?,fear
I can't focus because I'm so worried.,fear
feeling terrified,fear
so rattled lately,fear
feeling alright!,neutral
The water is lukewarm.,neutral
i feel whatever!,neutral
so sluggish lately,bored
just troubled lately,fear
mad,anger
so alright??,neutral
literally brokenhearted lately,sadness
i am afraid right now,fear
Just a normal day.,neutral
The store is closed.,neutral
i feel everything feels pointless,sadness
i am all good!,neutral
so unmotivated lately,bored
really shattered today,sadness
feeling anxious today,fear
very nothing special today,neutral
My boss is impossible to please.,anger
very troubled right now,fear
extremely normal day!,neutral
feeling livid!,anger
I'm awake.,neutral
very okay i guess,neutral
feeling blood boil at the moment,anger
feeling anxious lately,fear
Currently buy groceries.,neutral
i am broken today,sadness
just grief,sadness
so lazy lately,bored
so fed up,anger
Currently check the mail.,neutral
Just waiting for the day to end.,bored
fake people at the moment,anger
Just take out the trash.,neutral
i feel pain right now,sadness
i am i dont have energy right now,bored
feeling listless lately,bored
lethargic lately,bored
i am okay...,neutral
extremely frustrated,anger
I'm just staring at the wall.,bored
i feel meaningless,sadness
very enraged...,anger
feeling pissed today,anger
i am i'm okay at the moment,neutral
just brokenhearted right now,sadness
i dont have energy lately,bored
extremely i am feeling anxious lately,fear
Tears just won't stop falling.,sadness
very i'm okay right now,neutral
just lazy lately,bored
furious,anger
very i'm okay!,neutral
i feel pain lately,sadness
so i'm okay lately,neutral
very existing,neutral
extremely livid lately,anger
literally unbearable...,sadness
literally alright today,neutral
shaken today,fear
just fine lately,neutral
Just chilling.,neutral
just flat lately,bored
very shaking??,fear
so pissed??,anger
extremely dread!,fear
i am sluggish??,bored
so panicking lately,fear
very it's okay today,neutral
so grief,sadness
literally afraid...,fear
i am blood boil right now,anger
feeling enraging!,anger
I feel invisible to everyone.,sadness
Time to drink water.,neutral
extremely i am okay at the moment,neutral
literally flat??,bored
Furious at the situation.,anger
feeling panic attack today,fear
just scared,fear
I am check the mail right now.,neutral
literally feeling anxious??,fear
i am no energy??,bored
very worried today,fear
I miss him so much it hurts physically.,sadness
very lazy right now,bored
really just fine??,neutral
very frustrated??,anger
i feel feeling anxious,fear
Just walk the dog.,neutral
very sleepy lately,bored
feeling devastated today,sadness
really dread right now,fear
i feel unbearable,sadness
really feeling sleepy...,bored
literally drained??,bored
really normal day??,neutral
just panicking lately,fear
extremely shaken!,fear
i am flat right now,bored
feeling rattled,fear
literally pain,sadness
feeling no energy right now,bored
I need to check the mail.,neutral
blood boil,anger
extremely all good today,neutral
feeling it's okay right now,neutral
i am meaningless...,sadness
so anxious at the moment,fear
really fake people!,anger
feeling nervous right now,fear
i feel drained!,bored
i feel frustrated...,anger
really sick of fake people lately,anger
i am just fine,neutral
literally heart hurts right now,sadness
extremely fed up!,anger
Time to eat a sandwich.,neutral
just shaken today,fear
i feel i'm okay today,neutral
feeling worried right now,fear
i feel alarmed...,fear
I need to pay the bills.,neutral
i feel devastated today,sadness
extremely apathetic...,bored
I need to wait for the bus.,neutral
literally rattled!,fear
i feel nothing special at the moment,neutral
i feel existing!,neutral
really so annoyed at the moment,anger
It is what it is.,neutral
I resent being treated this way.,anger
This traffic is a nightmare.,anger
literally average today,neutral
Everything I touch breaks.,sadness
really fed up lately,anger
enraging today,anger
i am sleepy!,bored
I feel completely hopeless.,sadness
very okay lately,neutral
extremely no energy at the moment,bored
"I can't sleep, too many thoughts.",fear
i feel dread at the moment,fear
Traffic is normal.,neutral
just hollow right now,sadness
I am turn on the light right now.,neutral
extremely blood boil??,anger
i am nothing special lately,neutral
just devastated at the moment,sadness
i feel unmotivated today,bored
just troubled??,fear
I need to drive to work.,neutral
feeling brokenhearted...,sadness
okay i guess lately,neutral
extremely crushed right now,sadness
My heart is full.,joy
pissed!,anger
Currently charge my phone.,neutral
I am write a list right now.,neutral
really in pain right now,sadness
I am stand up right now.,neutral
i am alright at the moment,neutral
I'm going to charge my phone.,neutral
This is so frustrating!,anger
I need to take out the trash.,neutral
i feel drained??,bored
literally afraid!,fear
feeling listless??,bored
i feel in pain...,sadness
I feel like a zombie.,bored
extremely troubled,fear
so makes my blood boil,anger
i feel empty inside lately,sadness
Just sit down.,neutral
really unbearable??,sadness
I am so done with this day.,anger
really average lately,neutral
really all good right now,neutral
I need to fold laundry.,neutral
just furious right now,anger
i feel afraid lately,fear
i am apathetic today,bored
so shaking today,fear
I am read the news right now.,neutral
I'm stressed out of my mind.,anger
i feel grief today,sadness
i feel nothing at the moment,bored
I lost my best friend today.,sadness
just average!,neutral
feeling normal day??,neutral
literally alarmed??,fear
Standard procedure.,neutral
i feel alarmed right now,fear
Time to drive to work.,neutral
really alright!,neutral
feeling meaningless today,sadness
Just drive to work.,neutral
so panicking...,fear
i am fine,neutral
literally so heavy at the moment,sadness
feeling unmotivated!,bored
I need to look at the clock.,neutral
Just turn on the light.,neutral
really makes my blood boil lately,anger
literally makes my blood boil,anger
extremely fake people??,anger
Time to clean my room.,neutral
whatever at the moment,neutral
just i am okay at the moment,neutral
feeling unmotivated,bored
I'm going to close the door.,neutral
really apathetic today,bored
literally nothing special...,neutral
just normal day!,neutral
Whatever.,bored
really whatever??,neutral
just nothing special,neutral
extremely exhausted,bored
so blood boil at the moment,anger
so nervous??,fear
literally i feel nothing,bored
just terrified...,fear
so furious!,anger
Currently take out the trash.,neutral
literally brokenhearted!,sadness
shattered lately,sadness
very i'm okay at the moment,neutral
really unmotivated lately,bored
so i feel nothing right now,bored
Currently read the news.,neutral
Currently close the door.,neutral
Dull atmosphere.,bored
feeling okay i guess right now,neutral
i am mad at the moment,anger
extremely heart hurts!,sadness
feeling exhausted right now,bored
so enraged at the moment,anger
extremely so annoyed today,anger
literally fine lately,neutral
I am brush my teeth right now.,neutral
so just fine...,neutral
Time to wash the dishes.,neutral
Just clean my room.,neutral
fed up at the moment,anger
I have zero motivation today.,bored
just shaken,fear
I am sit down right now.,neutral
extremely alarmed!,fear
literally okay i guess!,neutral
so pissed lately,anger
so void lately,bored
crushed??,sadness
really blood boil...,anger
I'm going to wait for the bus.,neutral
My phone is charged.,neutral
i am panicking,fear
i feel sluggish,bored
